HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.TranscriptionTexts,Approve,Reject
3HO4MYYR12IG52X9R09DP0LY42HU6E,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:41 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:38 PDT 2015,,,3R5F3LQFV3EQ2RVGNMZGBCHOFOYZO9,A24ZCFIA6MPZ84,Approved,Mon Oct 12 13:03:42 PDT 2015,Mon Oct 12 13:59:06 PDT 2015,Tue Oct 13 01:59:06 PDT 2015,Mon Oct 12 22:23:53 PDT 2015,,,3324,100% (68/68),100% (68/68),100% (68/68),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0832.gif,"Place a column of four blocks in the middle of the page
Place one block to the left and one block to the right of the top most block in the column of four
Place two blocks to the left and one block to the right of the second from the top most block in the column of four
Place one block to the right of the bottom most block in the column of four",X,
37VE3DA4YUBH6S8KNSJMH1I0OVQHBL,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:44 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:44 PDT 2015,,,30LB5CDZND45ZA3XL1X5LBL6HLJZ0K,A31A4YKVSOYRVS,Approved,Mon Oct 12 13:07:00 PDT 2015,Mon Oct 12 13:10:35 PDT 2015,Tue Oct 13 01:10:35 PDT 2015,Mon Oct 12 23:43:10 PDT 2015,,,215,100% (38/38),100% (38/38),100% (38/38),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0443.gif,"place a singe block
on the right side of the block place a downward stack of five blocks moving downwards
from the last block you added on the bottom, move right, then up one space
add a stack of four blocks moving upwards.",X,
37VE3DA4YUBH6S8KNSJMH1I0OVQHBL,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:44 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:44 PDT 2015,,,3KAKFY4PGVWFLCDK4KR2NEGNOKN3I8,A2O31IKB0RQXPE,Approved,Mon Oct 12 11:07:44 PDT 2015,Mon Oct 12 11:08:41 PDT 2015,Mon Oct 12 23:08:41 PDT 2015,Mon Oct 12 22:23:28 PDT 2015,,,57,100% (100/100),100% (100/100),100% (100/100),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0443.gif,"Place three blocks horizontally next to each other. 
Place another four blocks vertically, directly below the center block of the first row. 
Place another three blocks vertically, directly below the right block of the first row.",X,
3HXCEECSQMNZAL1P363DPJK65UPYZ7,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:29 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:50 PDT 2015,,,3ERET4BTVN3S69SOLWDOR7YMGGRK9M,A22CF8BF9YQND7,Approved,Mon Oct 12 11:52:23 PDT 2015,Mon Oct 12 11:53:23 PDT 2015,Mon Oct 12 23:53:23 PDT 2015,Mon Oct 12 22:23:54 PDT 2015,,,60,100% (54/54),100% (54/54),100% (54/54),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0280.gif,"Place four blocks horizontally in the middle of the grid.
Place two blocks below the third block from the left.
Place a block above the right-most block and three blocks below it.",X,
3HXCEECSQMNZAL1P363DPJK65UPYZ7,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:29 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:50 PDT 2015,,,3L4D84MIL0MQAV4P1N1439WXK4BJHO,A1RDRK3QTM7U96,Approved,Mon Oct 12 13:27:13 PDT 2015,Mon Oct 12 13:28:20 PDT 2015,Tue Oct 13 01:28:20 PDT 2015,2015-10-13 08:30:19 UTC,,,67,100% (3/3),100% (3/3),100% (3/3),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0280.gif,"Place 4 squares horizontally.
On the last square, place one square above it.
On the last square, place 3 squares below it vertically.
On the third square from the left, place 2 squares below it vertically.",X,
31SIZS5W599HZSOC2FS6QUF5X4PQR3,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:27 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:33 PDT 2015,,,3M0NZ3JDP2S4UHPYI73H26HXYTDZ5O,A5LLSZG8YCAZF,Approved,Mon Oct 12 10:40:06 PDT 2015,Mon Oct 12 10:46:23 PDT 2015,Mon Oct 12 22:46:23 PDT 2015,2015-10-13 05:50:16 UTC,,,377,100% (10/10),100% (10/10),100% (10/10),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0016.gif,"Start by placing four blocks in a horizontal row. 
Place two blocks vertically below the first block. 
Place three blocks vertically below the last row.
Place one block next to the right of the lowest block on the last row.",X,
31SIZS5W599HZSOC2FS6QUF5X4PQR3,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:27 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:33 PDT 2015,,,369J354OFE40M4U7XYPX95FRJYYG60,A1W4Q0E00VP6VD,Approved,Mon Oct 12 11:27:33 PDT 2015,Mon Oct 12 11:29:48 PDT 2015,Mon Oct 12 23:29:48 PDT 2015,2015-10-13 06:30:18 UTC,,,135,100% (99/99),100% (1/1),100% (1/1),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0016.gif,"Place a block down, place a block on top of it, place a block on top of that, place a block to the right that, place a block to the right of that, place a block to the right of that, place a block below that, place a block below that, place a block below that, place a block to the right of that.",X,
3AQN9REUTFAW7KWTBOEGYR13HCEYD7,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:32 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:32 PDT 2015,,,3MRNMEIQW60FT5NNICURS3URW1BDLZ,A2AWBDW9V1E9KT,Approved,Mon Oct 12 11:54:54 PDT 2015,Mon Oct 12 12:16:41 PDT 2015,Tue Oct 13 00:16:41 PDT 2015,Mon Oct 12 22:23:36 PDT 2015,,,1307,100% (94/94),100% (94/94),100% (94/94),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0094.gif,"Pu a vertical line of 5 blocks near the center, call them A to E, starting from the top. 
Put 1 block to the right of A
Put 1 block to the right of D
Put 1 block to the right of E
Put 3 blocks to the left of E",X,
3AQN9REUTFAW7KWTBOEGYR13HCEYD7,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:32 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:32 PDT 2015,,,3DI28L7YXB87V4XJLXNSE63YY7CE1S,A2WKZI3JQCE3Z6,Approved,Mon Oct 12 12:30:48 PDT 2015,Mon Oct 12 13:18:33 PDT 2015,Tue Oct 13 01:18:33 PDT 2015,Mon Oct 12 22:23:37 PDT 2015,,,2865,100% (134/134),100% (134/134),100% (134/134),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0094.gif,"Place two blocks in a horizontal row.
Move down and place a block under the 1st block in the upper row.
Put a block under it.
Move down and put two blocks, with the first under the block in the prior row.
Move down and place 4 blocks, with the 3rd and 4th under the two blocks in the prior row.",X,
3VMHWJRYHVA45ZKFXYN43DXFRJ2FXV,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:49 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:02 PDT 2015,,,3GDTJDAPVV5NIS9H1GKQ6OVFLF98MV,A3793ZTAPULNYN,Rejected,Mon Oct 12 12:34:42 PDT 2015,Mon Oct 12 12:37:39 PDT 2015,Tue Oct 13 00:37:39 PDT 2015,,Mon Oct 12 22:43:30 PDT 2015,Instructions are not specific and in several cases incorrect,177,0% (0/48),0% (0/48),0% (0/48),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0947.gif,"Put down one block.
Put down a vertical line of four blocks on he right.
On the right of that make a vertical line of two blocks.
On the last vertical line on the right also, Put three.",X,
3VMHWJRYHVA45ZKFXYN43DXFRJ2FXV,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:49 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:02 PDT 2015,,,3NGI5ARFTUZBSVM9UB338I22CEG1P2,A1MYLQQL8BBOYT,Approved,Mon Oct 12 12:43:50 PDT 2015,Mon Oct 12 12:44:26 PDT 2015,Tue Oct 13 00:44:26 PDT 2015,Mon Oct 12 22:24:37 PDT 2015,,,36,100% (100/100),100% (100/100),100% (100/100),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0947.gif,"Place a row of four blocks.
Above the second block, place a column of three blocks.
Above the third block, place a block.
Above the fourth block, place a column of two blocks.",X,
31J7RYECZLKIFQ9ICG5V3HYYJ09L1E,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:55 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:42 PDT 2015,,,3RU7GD8VPPNBMFL37UIN4JPB2EWSPG,A21YQXPL0SNNR2,Approved,Mon Oct 12 13:18:05 PDT 2015,Mon Oct 12 13:18:31 PDT 2015,Tue Oct 13 01:18:31 PDT 2015,Mon Oct 12 22:23:11 PDT 2015,,,26,100% (175/175),100% (175/175),100% (175/175),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0637.gif,"Start with any block, if a block is already filled in, keep it filled in
Put a block to the right of the last block
Put a block to the right of the last block
Put a block to the right of the last block
Put a block to the right of the last block
Put a block below the last block
Put a block below the last block
Put a block below the last block
Put a block to the left of the last block
Put a block above the last block",X,
33TGB4G0LPBEO42GSISTKHCGIS9TXG,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:35 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:35 PDT 2015,,,34Q075JO1Y784EIPDQODTH1U46Q10H,A38K3QQPV8CTPC,Approved,Mon Oct 12 10:36:26 PDT 2015,Mon Oct 12 10:38:54 PDT 2015,Mon Oct 12 22:38:54 PDT 2015,2015-10-13 05:40:18 UTC,,,148,100% (22/22),100% (22/22),100% (22/22),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0131.gif,"Place four blocks in a horizontal line.
Place one block on top of the left most block.
Place four blocks in a vertical line on top of the second left most block.
Place one block on top of the right most block.",X,
33TGB4G0LPBEO42GSISTKHCGIS9TXG,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:35 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:35 PDT 2015,,,3K3R2QNK8CX695X0FAHQXU7KI7WU90,A2AWBDW9V1E9KT,Approved,Mon Oct 12 12:55:25 PDT 2015,Mon Oct 12 13:36:23 PDT 2015,Tue Oct 13 01:36:23 PDT 2015,Mon Oct 12 22:23:19 PDT 2015,,,2458,100% (94/94),100% (94/94),100% (94/94),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0131.gif,"Start with a vertical line of 5 blocks, call these A, B, C, D, and E, starting from the top. 
Put 1 block to the left of D
Put 1 block to the left of E
Put 2 blocks to the right of E, call these F and G, starting from the left. 
Put 1 block above G.",X,
3UXQ63NLAAGJSORAEDYK9TB75CZBLM,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:37 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:37 PDT 2015,,,3GNA64GUZFYVGPO7VBK4BD5TTQ15Q9,A2AWBDW9V1E9KT,Approved,Mon Oct 12 12:01:02 PDT 2015,Mon Oct 12 12:49:53 PDT 2015,Tue Oct 13 00:49:53 PDT 2015,Mon Oct 12 22:24:35 PDT 2015,,,2931,100% (94/94),100% (94/94),100% (94/94),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0384.gif,"Start with a horizontal line of 5 blocks. Call these A to E starting from the left. 
Put 1 block above A
Put 1 block below B
Put 1 block below C.
Put 1 block below D
Put 1 block below E.",X,
3UXQ63NLAAGJSORAEDYK9TB75CZBLM,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:37 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:37 PDT 2015,,,3LO69W1SU47I5PXEK2VZYOXO9TMGL7,AWW4I36TBGE2D,Approved,Mon Oct 12 11:07:52 PDT 2015,Mon Oct 12 11:09:43 PDT 2015,Mon Oct 12 23:09:43 PDT 2015,Mon Oct 12 22:24:34 PDT 2015,,,111,100% (76/76),100% (76/76),100% (76/76),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0384.gif,"Place 1 row of 5 blocks horizontally
Place a 2nd row underneath the 1st row, but 4 blocks across starting underneath the 2nd block in the 1st row
Place 1 block above the 1st block in the 1st row",X,
3I7SHAD35MQGWU6518NJ4440MRZ7MZ,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:42 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:42 PDT 2015,,,39GAF6DQWSUOXFJ5GNC2EARKY2G1VM,A3TMUAPCRFG63N,Approved,Mon Oct 12 12:28:12 PDT 2015,Mon Oct 12 12:29:08 PDT 2015,Tue Oct 13 00:29:08 PDT 2015,Mon Oct 12 22:23:55 PDT 2015,,,56,100% (110/110),100% (110/110),100% (110/110),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0424.gif,"place five horizontal blocks
place one block below the fourth horizontal block
place two blocks above the last horizontal block
place two blocks to the left of the highest block",X,
3I7SHAD35MQGWU6518NJ4440MRZ7MZ,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:42 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:42 PDT 2015,,,39JEC7537VV8KIT3WK1MV6AB2ZZVCY,A1I9ZBV75AVWUS,Approved,Mon Oct 12 11:40:41 PDT 2015,Mon Oct 12 11:56:09 PDT 2015,Mon Oct 12 23:56:09 PDT 2015,Mon Oct 12 22:23:54 PDT 2015,,,928,100% (73/73),100% (73/73),100% (73/73),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0424.gif,"Place five blocks horizontally
Place one block below the box second from the right
Place two blocks above the rightmost block
Place two blocks to the left of the topmost block",X,
37MQ8Z1JQEQ94AYDEZUZ28AZKLPY2Y,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:25 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:25 PDT 2015,,,3NPFYT4IZDYD5JE3YLYN9ISBG2WGXT,A18I566TMVVSFQ,Approved,Mon Oct 12 11:10:52 PDT 2015,Mon Oct 12 11:11:26 PDT 2015,Mon Oct 12 23:11:26 PDT 2015,Mon Oct 12 22:23:27 PDT 2015,,,34,100% (107/107),100% (90/90),100% (90/90),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0218.gif,"Working from bottom to top, place four blocks side by side.
Above the previous row, place a row of four blocks, leaving none to overhang the previous row.
Over the left-most block of the previous row, place a vertical column of two blocks.",X,
37MQ8Z1JQEQ94AYDEZUZ28AZKLPY2Y,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:25 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:25 PDT 2015,,,3SPJ033422XCWQUEBN5SP9R0A0CYJQ,AOAZMLP27GD81,Approved,Mon Oct 12 11:56:10 PDT 2015,Mon Oct 12 13:18:32 PDT 2015,Tue Oct 13 01:18:32 PDT 2015,Mon Oct 12 22:23:27 PDT 2015,,,4942,100% (98/98),100% (98/98),100% (98/98),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0218.gif,"Place four blocks vertically
Place three blocks horizontally to the right of the lowest block
Place three blocks horizontally to the right of the second block from the bottom",X,
37ZQELHEQ0S5ZFYSHF4801QQM63MNO,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:49 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:02 PDT 2015,,,3FTOP5WARGIFZVYT3FUJXHXGYN50JZ,AN3KR7C1SLYY3,Approved,Mon Oct 12 12:58:52 PDT 2015,Mon Oct 12 12:59:41 PDT 2015,Tue Oct 13 00:59:41 PDT 2015,Mon Oct 12 22:23:30 PDT 2015,,,49,100% (101/101),100% (101/101),100% (101/101),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0946.gif,"place four blocks vertically
place above block to the left of the bottom block
place above block above the previous block
place above block below the bottom left block
place above block to the right of the bottom right block
place above block below the previous block
place above block to the right of the bottom right block",X,
37ZQELHEQ0S5ZFYSHF4801QQM63MNO,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:49 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:02 PDT 2015,,,31QNSG6A5SN4XP2UXAI1N6YPQQM87S,A18I566TMVVSFQ,Approved,Mon Oct 12 13:30:52 PDT 2015,Mon Oct 12 13:32:20 PDT 2015,Tue Oct 13 01:32:20 PDT 2015,Mon Oct 12 22:23:29 PDT 2015,,,88,100% (107/107),100% (90/90),100% (90/90),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0946.gif,"First, place a row of four blocks, side by side.
Place a single block under the left-most block of the row of four.
Place a single block under the second right-most block of the row of four.
Place a single block over the left-most block of the row of four.
Place a vertical column of three over the second left-most block of the row of four.",X,
3GV1I4SEO9JDMCAFIMHCYDPFRBPL6C,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:22:01 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:18 PDT 2015,,,3ATTHHXXWBIR1AKYO9YQUU5RVF6IX5,A1RT9SQ9D9DLOV,Approved,Mon Oct 12 13:31:30 PDT 2015,Mon Oct 12 13:32:44 PDT 2015,Tue Oct 13 01:32:44 PDT 2015,2015-10-13 08:35:18 UTC,,,74,100% (50/50),100% (50/50),100% (50/50),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0774.gif,"Place a row of four blocks below the center of the grid.
Add a single block just above the 2nd block (counting from the left) of the original row.
Add a square of four blocks just above that single block, with the bottom right block of the square right above the single block.
Add a single block just below the leftmost block of the original row.",X,
3GV1I4SEO9JDMCAFIMHCYDPFRBPL6C,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:22:01 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:18 PDT 2015,,,3YDTZAI2WYAP320QWRBF5KR7LIP14G,A24ZCFIA6MPZ84,Approved,Mon Oct 12 13:26:53 PDT 2015,Mon Oct 12 16:22:59 PDT 2015,Tue Oct 13 04:22:59 PDT 2015,2015-10-13 11:25:17 UTC,,,10566,100% (68/68),100% (68/68),100% (68/68),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0774.gif,"Place a column of four blocks in the middle of the page
Place a column of two blocks on the left side of the top two blocks of the column of four
Place one block on the left side of the bottom most block of the column of four
Place one block below the block on the left side of the bottom most block of the column of four
Place a row of two blocks on the right side of the bottom most block of the column of four",X,
3BDORL6HKK7D5RETXXRB6PQOTPPCRL,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:37 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:37 PDT 2015,,,33IZTU6J82VGVONUTLS4YWBE4D0XS4,AHMY1JVN5YZSD,Approved,Mon Oct 12 12:40:01 PDT 2015,Mon Oct 12 12:42:40 PDT 2015,Tue Oct 13 00:42:40 PDT 2015,2015-10-13 07:45:17 UTC,,,159,100% (3/3),100% (3/3),100% (3/3),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0380.gif,"Near the center of the grid, place a line of four blocks horizontally.  
Place a horizontal line of four blocks one block up and one block over from the previous line.  
From the second block from the left of this new line, place two blocks directly upwards.",X,
3BDORL6HKK7D5RETXXRB6PQOTPPCRL,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:37 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:37 PDT 2015,,,39PAAFCODNUP6ZVEI6WCKGAFQLYVTG,A2O7H7VXLFN6BP,Approved,Mon Oct 12 11:34:26 PDT 2015,Mon Oct 12 11:35:13 PDT 2015,Mon Oct 12 23:35:13 PDT 2015,Mon Oct 12 22:23:39 PDT 2015,,,47,100% (54/54),100% (54/54),100% (54/54),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0380.gif,"Place 1 block somewhere near the middle of the grid.
Place 3 blocks under the starting block.
Find the lowest block.
Place 3 blocks to the right of it.
Find the second lowest block (the block above the previous lowest).
Place 1 block to the left of it and 2 to the right of it.",X,
3J6BHNX0U9MA9RYPW3RSLOYMX18KNH,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:59 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:05 PDT 2015,,,3U088ZLJVLN15FYSAEDYM7RO0JJ0WZ,A1J04LCVPIWVB0,Approved,Mon Oct 12 13:32:20 PDT 2015,Mon Oct 12 13:33:45 PDT 2015,Tue Oct 13 01:33:45 PDT 2015,2015-10-13 08:35:20 UTC,,,85,100% (4/4),100% (4/4),100% (4/4),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0724.gif,"Start with a row of 4 blocks
Place 3 blocks over the right 3 from the first row
Place 2 blocks vertically over the furthest right block
To the right of the top block, place one block",X,
3X55NP42EOA4GE2VRCCL8RMFMUNP37,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:22:02 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:22 PDT 2015,,,3RWE2M8QWI4BILPEIDMBQOEX77FN0V,A22CF8BF9YQND7,Approved,Mon Oct 12 13:37:25 PDT 2015,Mon Oct 12 13:40:10 PDT 2015,Tue Oct 13 01:40:10 PDT 2015,Mon Oct 12 22:24:42 PDT 2015,,,165,100% (54/54),100% (54/54),100% (54/54),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0793.gif,"Place four blocks horizontally in the middle of the grid.
Place one block below the left most block.
Place one block below the block second from the left.
Place three blocks below the right most block.
Place one block to the right of the block second from the bottom from the previous step.",X,
3X55NP42EOA4GE2VRCCL8RMFMUNP37,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:22:02 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:22 PDT 2015,,,3VNL7UK1XGD0A29OIRR82U7T2RRFTT,A2ZDZND093J4BB,Approved,Mon Oct 12 13:37:24 PDT 2015,Mon Oct 12 13:41:28 PDT 2015,Tue Oct 13 01:41:28 PDT 2015,2015-10-13 08:45:17 UTC,,,244,100% (1/1),100% (1/1),100% (1/1),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0793.gif,"In the center of the grid, start your image with 4 blocks going horizontally.
Underneath the first two blocks, place one block under each, then put another block underneath the fourth block (the third column will remain empty.)
For the next row, place one block under the farthest right block in row 2, then one more block to the right.
For the final row, place one block under the first block in the previous row so that there are now four blocks in a line going up and down.",X,
